楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
513732,东城名郡甄府,青岛,30,即墨区,3645,创智新区,17473,青岛即墨区创智新区埠惜路369号,nan,7500,7500元/㎡,首付10万，月供2544元,84-115㎡,36000m²,54000m²,"[{""id"": 763819, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 84}, {""id"": 763816, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 95}, {""id"": 763856, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 100}, {""id"": 763817, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 103}, {""id"": 763820, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 107}, {""id"": 763818, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 115}]",2/3室,"2室户型,3室户型",2022-10-01,2022年10月01日,2022年10月1日,2024年8月中旬,"[""2025-01-15"", ""2024-10-25"", ""2024-09-23"", ""2023-09-14"", ""2023-03-07"", ""2022-01-11"", ""2022-10-09""]",{花园洋房},{花园洋房},70年,1.5,35%,562,"毛坯,简装修",在建中，竣工时间：暂无数据,住宅,青岛鼎轩之雅物业管理有限公司,nan,nan,629,1:1.1,在售,在售,在售,"[""即房注字（2025）第001号"", ""即房注字（2024）第036号"", ""即房注字（2024）第026号"", ""即房注字(2023)第051号"", ""即房注字(2023)第007号"", ""即房注字(2023)第001号"", ""即房注字(2022)第066号""]","[""12#"", ""19#"", ""17#"", ""16#、20#"", ""15#、11#、13#"", ""6#"", ""14#、18#""]",青岛祥泰永置业有限公司,nan,青岛祥泰永置业有限公司,民电,民水,36.390642615543,120.51190138542,"{""service_num"": ""4006708287"", ""num"": ""17696""}","{""81"": ""大阳台"", ""56"": ""车位充足"", ""52"": ""低容积"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""7"": ""项目在建"", ""32"": ""绿色住宅"", ""30"": ""花园洋房"", ""5"": ""低单价"", ""4"": ""低总价"", ""66"": ""公园"", ""78"": ""大户型"", ""406"": ""客厅朝南"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""83"": ""双阳台"", ""82"": ""双卫生间"", ""638"": ""民办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房""}","[""大阳台"", ""车位充足"", ""低容积"", ""装修交付"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/1abb98893b3059961711904e8b65b9e7/275x206n.jpg,[],即墨区创智新区蓝鳌路与埠惜路交汇处
415720,海信绍兴路66号公寓,青岛,30,市北区,3640,错埠岭,5437,青岛市北区错埠岭绍兴路66号,nan,nan,nan,nan,44-46㎡,10251m²,39144.39m²,"[{""id"": 223428, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 44}, {""id"": 223423, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 46}, {""id"": 223426, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 46}]",1室,商业户型,nan,nan,nan,nan,[],{小高层},{小高层},40年,2.2,30%,702,带装修,nan,商业,青岛睿海城市物业服务有限公司,3.8元/㎡/月,nan,241,3：1,售罄,售罄,售罄,"[""青房注字(2016)第151号"", ""青房注字（2017）第009号"", ""青房注字（2017）第011号""]",[],nan,nan,海信地产,商电,商水,36.098648,120.395613,"{""service_num"": ""4006708287"", ""num"": """"}","{""29"": ""装修交付"", ""9"": ""轨交房"", ""10"": ""多轨交"", ""43"": ""loft"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""68"": ""医院""}","[""装修交付"", ""轨交房"", ""多轨交"", ""loft"", ""配套纯熟""]",https://pic4.ajkimg.com/display/xinfang/29b5d32d8eca65bdbdcf63c1930fd3ee/275x206n.jpg,"[{""id"": ""7315505"", ""loupan_id"": ""415720"", ""station_id"": ""4368"", ""subway_id"": ""121"", ""city_id"": ""30"", ""distance"": ""721米"", ""status"": ""1"", ""last_update_time"": ""1774212707"", ""is_rail_loupan"": ""1"", ""subway_name"": ""3号线"", ""station_name"": ""错埠岭"", ""distance_raw"": ""721""}, {""id"": ""7315503"", ""loupan_id"": ""415720"", ""station_id"": ""4369"", ""subway_id"": ""121"", ""city_id"": ""30"", ""distance"": ""822米"", ""status"": ""1"", ""last_update_time"": ""1774212707"", ""is_rail_loupan"": ""1"", ""subway_name"": ""3号线"", ""station_name"": ""敦化路"", ""distance_raw"": ""822""}, {""id"": ""7316428"", ""loupan_id"": ""415720"", ""station_id"": ""120732"", ""subway_id"": ""12051"", ""city_id"": ""30"", ""distance"": ""942米"", ""status"": ""1"", ""last_update_time"": ""1774212708"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""错埠岭"", ""distance_raw"": ""942""}, {""id"": ""7316427"", ""loupan_id"": ""415720"", ""station_id"": ""120733"", ""subway_id"": ""12051"", ""city_id"": ""30"", ""distance"": ""1058米"", ""status"": ""1"", ""last_update_time"": ""1774212708"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""福辽立交桥"", ""distance_raw"": ""1058""}, {""id"": ""7316294"", ""loupan_id"": ""415720"", ""station_id"": ""121168"", ""subway_id"": ""12068"", ""city_id"": ""30"", ""distance"": ""1493米"", ""status"": ""1"", ""last_update_time"": ""1774212708"", ""is_rail_loupan"": ""1"", ""subway_name"": ""5号线"", ""station_name"": ""宁夏路"", ""distance_raw"": ""1493""}]",市北区绍兴路与辽阳西路路口南侧100米路西
453539,金茂智慧国际城,青岛,30,即墨区,3645,即墨老城,17475,青岛即墨区即墨老城烟青路8号,nan,8000,8000元/㎡,首付8万，月供2114元,89-115㎡,58800m²,170500m²,"[{""id"": 753426, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 753427, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 863706, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 475711, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 105}, {""id"": 863707, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 105}, {""id"": 753428, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 108}, {""id"": 753429, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 115}]",3室,3室户型,2022-05-01,2022年05月,2022年5月,2024年12月31日,"[""2025-05-26"", ""2022-06-15"", ""2022-06-10"", ""2024-08-26"", ""2019-09-03"", ""2025-01-15"", ""2023-08-25"", ""2021-11-03"", ""2019-09-20"", ""2020-04-01""]","{小高层,高层}","{小高层,高层}",70年,2.9,31%,1527,毛坯,已竣工，竣工时间：暂无数据,住宅,中化金茂物业管理（北京）有限公司青岛分公司,2.77元/㎡/月,nan,1686,1:1.1,在售,在售,在售,"[""即房注字（2025）第009号"", ""即房注字(2022)第046号"", ""即房注字(2022)第045号"", ""即房注字（2024）第029号"", ""即房注字(2019)第076号"", ""即房注字（2024）第040号"", ""即房注字(2023)第047号"", ""即房注字(2021)第150号"", ""即房注字(2019)第094号"", ""即房注字(2020)第013号""]","[""星荟11#"", ""613地块20#、星荟16#"", ""星荟15#、星荟14#"", ""星荟12#"", ""1#、4#、9#、11#、12号楼"", ""13#"", ""5#"", ""三期1#、三期3#"", ""3#、8#、10#"", ""6#""]",青岛金源鸿置业有限公司,中国金茂,中国金茂,民电,民水,36.345595,120.446089,"""""","{""559"": ""现房"", ""557"": ""项目竣工"", ""81"": ""大阳台"", ""56"": ""车位充足"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""75"": ""三房朝南"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""276"": ""一房一价"", ""5"": ""低单价"", ""4"": ""低总价"", ""72"": ""配套纯熟"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""406"": ""客厅朝南"", ""404"": ""客餐厅相连"", ""403"": ""私密性好"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""83"": ""双阳台"", ""82"": ""双卫生间"", ""90"": ""人气楼盘"", ""744"": ""好房子"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""599"": ""省级示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""54"": ""大型社区"", ""50"": ""品牌开发商""}","[""现房"", ""项目竣工"", ""大阳台"", ""车位充足"", ""轨交房""]",https://pic4.ajkimg.com/display/xinfang/53e7f308ad2ed0978a8b498877544360/275x206n.jpg,"[{""id"": ""7274006"", ""loupan_id"": ""453539"", ""station_id"": ""121272"", ""subway_id"": ""124"", ""city_id"": ""30"", ""distance"": ""1387米"", ""status"": ""1"", ""last_update_time"": ""1774212706"", ""is_rail_loupan"": ""1"", ""subway_name"": ""7号线"", ""station_name"": ""前东城"", ""distance_raw"": ""1387""}]",即墨区烟青路8号
513437,青啤静澜山,青岛,30,市北区,3640,浮山后,3667,青岛市北区浮山后同德路99号,nan,26000,26000元/㎡,首付46万，月供11073元,119-192㎡,62018.5m²,272248.51m²,"[{""id"": 761477, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 119}, {""id"": 889140, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 119}, {""id"": 761479, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 822810, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 889141, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 761480, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 147}, {""id"": 761478, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 148}, {""id"": 822812, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 148}, {""id"": 766206, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 169}, {""id"": 766208, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 192}]",3/4室,"3室户型,4室户型",2026-03-31,2026年03月31日,2026年3月31日,2024年12月31日,"[""2026-03-07"", ""2023-04-27"", ""2023-03-06"", ""2022-11-21"", ""2022-10-12"", ""2022-09-16"", ""2022-08-11""]","{小高层,高层}","{小高层,高层}",70年,2.99,30%,1072,带装修,已竣工，竣工时间：2024-12-31,住宅,青岛龙湖物业服务有限公司,2.98元/㎡/月,nan,1943,1:1.5,在售,在售,在售,"[""鲁（2026）青岛市不动产权第0008915号"", ""青房预字（2023）第033号"", ""青房预字（2023）第017号"", ""青房预字（2022）第079号"", ""青房预字（2022）第066号"", ""青房预字（2022）第056号"", ""青房预字2022第046号""]","[""9#、10#、11#"", ""4#"", ""6#"", ""8#"", ""7#"", ""1#、5#"", ""2#、3#""]",青岛玖辉置业发展有限公司,青啤地产,青岛玖辉置业发展有限公司,民电,民水,36.123467102847,120.42517687585,"{""service_num"": ""4006708287"", ""num"": ""14763""}","{""559"": ""现房"", ""557"": ""项目竣工"", ""56"": ""车位充足"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""69"": ""学校"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""83"": ""双阳台"", ""92"": ""热搜盘"", ""90"": ""人气楼盘"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""599"": ""省级示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""422"": ""30日内开盘"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""现房"", ""项目竣工"", ""车位充足"", ""装修交付"", ""轨交房""]",https://pic4.ajkimg.com/display/xinfang/e4e0c9538c81f4c846ed9299bd8e2cbb/275x206n.jpg,"[{""id"": ""7274631"", ""loupan_id"": ""513437"", ""station_id"": ""121186"", ""subway_id"": ""12068"", ""city_id"": ""30"", ""distance"": ""1042米"", ""status"": ""1"", ""last_update_time"": ""1774212707"", ""is_rail_loupan"": ""1"", ""subway_name"": ""5号线"", ""station_name"": ""滁州路"", ""distance_raw"": ""1042""}, {""id"": ""7274629"", ""loupan_id"": ""513437"", ""station_id"": ""121187"", ""subway_id"": ""12068"", ""city_id"": ""30"", ""distance"": ""1440米"", ""status"": ""1"", ""last_update_time"": ""1774212707"", ""is_rail_loupan"": ""1"", ""subway_name"": ""5号线"", ""station_name"": ""合肥路"", ""distance_raw"": ""1440""}]",青岛市北区劲松四路与同德路交汇处
459478,国际海洋智区—云颂,青岛,30,西海岸新区,3646,滨海大道,5211,青岛西海岸新区滨海大道滨海大道与琅琊台南路交汇处,nan,6000,6000元/㎡,首付9万，月供2150元,96-143㎡,81101m²,245959.12m²,"[{""id"": 717144, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 96}, {""id"": 717148, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 115}, {""id"": 529860, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 117}, {""id"": 621233, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 717146, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 143}]",2/3/4室,"2室户型,3室户型,4室户型",2021-11-30,2021年11月,2021年11月,2024年12月,"[""2022-03-14"", ""2024-03-07"", ""2023-03-24"", ""2021-12-21"", ""2019-10-15"", ""2019-10-15"", ""2020-11-10"", ""2020-07-14"", ""2021-12-01"", ""2021-12-01""]","{多层,高层}","{多层,高层}",70年,2.29,30%,1627,毛坯,已竣工，竣工时间：暂无数据,住宅,润嘉物业管理（北京）有限公司青岛分公司,3元/㎡/月,nan,2014,nan,在售,在售,在售,"[""青房注字青黄22第016号"", ""青房注字（青黄23）第160号"", ""青房注字青黄（2023）第024号"", ""青房注字青黄21第247号"", ""青房注字青黄（2019）第123号"", ""青房注字青黄2019第097号"", ""青房注字(青黄20）第261号"", ""青房注字青黄20117号"", ""青房注字青黄21第232号"", ""青房注字青黄21第231号""]","[""四期1#、4#"", ""四期15#、四期16#、四期19#、四期20#"", ""四期10#、四期21#、四期11#、四期3#、四期2#、四期8#"", ""四期4#"", ""12#、11#、10#"", ""14#、15#、16#、13#"", ""三期1#、三期2#"", ""三期6#"", ""四期6#、四期14#"", ""四期5#""]",青岛地铁润置投资有限公司,华润置地,华润置地,民电,民水,35.824009895553,120.00401273204,"{""service_num"": ""4006708287"", ""num"": ""32342""}","{""557"": ""项目竣工"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""549"": ""毛坯"", ""5"": ""低单价"", ""4"": ""低总价"", ""69"": ""学校"", ""78"": ""大户型"", ""404"": ""客餐厅相连"", ""403"": ""私密性好"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""83"": ""双阳台"", ""91"": ""热评楼盘"", ""90"": ""人气楼盘"", ""744"": ""好房子"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""263"": ""VR看房"", ""54"": ""大型社区"", ""50"": ""品牌开发商""}","[""项目竣工"", ""轨交房"", ""厨卫全明"", ""南北通透"", ""卧室全朝南""]",https://pic4.ajkimg.com/display/xinfang/91275f18c093994801154ff36785ae3f/275x206n.jpg,"[{""id"": ""7168112"", ""loupan_id"": ""459478"", ""station_id"": ""4415"", ""subway_id"": ""123"", ""city_id"": ""30"", ""distance"": ""956米"", ""status"": ""1"", ""last_update_time"": ""1774212706"", ""is_rail_loupan"": ""1"", ""subway_name"": ""西海岸快线"", ""station_name"": ""大珠山"", ""distance_raw"": ""956""}]",青岛市黄岛区滨海大道与琅琊台南路交汇处
533518,君一雲启,青岛,30,崂山区,3643,石老人,3704,青岛崂山区石老人崂山区梅岭东路以北、银川东路以西,nan,nan,nan,nan,nan,18653m²,65795m²,[],nan,nan,nan,nan,nan,nan,[],{小高层},{小高层},70年,2,35%,173,带装修,nan,住宅,青岛海尚海生活服务集团有限公司,nan,nan,nan,nan,待售,待售,待售,[],[],青岛海富房地产开发有限公司,君一控股,nan,民电,民水,36.109379,120.496086,"{""service_num"": ""4006708287"", ""num"": ""65852""}","{""29"": ""装修交付"", ""9"": ""轨交房"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""92"": ""热搜盘"", ""91"": ""热评楼盘"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""55"": ""小型社区"", ""50"": ""品牌开发商""}","[""装修交付"", ""轨交房"", ""配套纯熟"", ""便利店"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/a5a47960d2154f779a73abb8813b7aea/275x206n.jpg,"[{""id"": ""7332039"", ""loupan_id"": ""533518"", ""station_id"": ""4381"", ""subway_id"": ""122"", ""city_id"": ""30"", ""distance"": ""1376米"", ""status"": ""1"", ""last_update_time"": ""1774212706"", ""is_rail_loupan"": ""1"", ""subway_name"": ""蓝谷快线"", ""station_name"": ""青岛二中"", ""distance_raw"": ""1376""}]",nan
516773,华新园君望公馆,青岛,30,李沧区,3642,李村,3690,青岛李沧区李村文昌路与环翠路交汇处,nan,19500,19500元/㎡,首付31万，月供7526元,105-138㎡,57000m²,160000m²,"[{""id"": 783223, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 105}, {""id"": 783222, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 115}, {""id"": 783224, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 126}, {""id"": 872534, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 138}]",3/4室,"3室户型,4室户型",2023-03-25,2023年03月25日,2023年3月25日,2024年,"[""2024-12-10"", ""2023-03-17""]",{小高层},{小高层},70年,1.95,40%,794,nan,已竣工，竣工时间：暂无数据,住宅,青岛和谐宜家物业服务有限公司,2.77元/㎡/月,nan,1180,1:1.2,在售,在售,在售,"[""鲁（2023）青岛市不动产权第0073529号"", ""青房预字（2023）第018号""]","[""5#"", ""7#、1#""]",青岛顺华祥置业有限公司,华新园置业,青岛顺华祥置业有限公司,民电,民水,36.190347425293,120.41066939441,"{""service_num"": ""4006708287"", ""num"": ""46161""}","{""557"": ""项目竣工"", ""56"": ""车位充足"", ""53"": ""高绿化率"", ""52"": ""低容积"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""10"": ""多轨交"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""92"": ""热搜盘"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""599"": ""省级示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""项目竣工"", ""车位充足"", ""高绿化率"", ""低容积"", ""轨交房""]",https://pic4.ajkimg.com/display/xinfang/0c398f79e2d33542fc520ac0ed91add6/275x206n.jpg,"[{""id"": ""7274070"", ""loupan_id"": ""516773"", ""station_id"": ""121278"", ""subway_id"": ""124"", ""city_id"": ""30"", ""distance"": ""471米"", ""status"": ""1"", ""last_update_time"": ""1774212706"", ""is_rail_loupan"": ""1"", ""subway_name"": ""7号线"", ""station_name"": ""文安路"", ""distance_raw"": ""471""}, {""id"": ""7274784"", ""loupan_id"": ""516773"", ""station_id"": ""4424"", ""subway_id"": ""124"", ""city_id"": ""30"", ""distance"": ""902米"", ""status"": ""1"", ""last_update_time"": ""1774212707"", ""is_rail_loupan"": ""1"", ""subway_name"": ""7号线"", ""station_name"": ""兴国路"", ""distance_raw"": ""902""}, {""id"": ""7194094"", ""loupan_id"": ""516773"", ""station_id"": ""11032"", ""subway_id"": ""1045"", ""city_id"": ""30"", ""distance"": ""905米"", ""status"": ""1"", ""last_update_time"": ""1774212707"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""兴国路"", ""distance_raw"": ""905""}, {""id"": ""7194095"", ""loupan_id"": ""516773"", ""station_id"": ""11038"", ""subway_id"": ""1045"", ""city_id"": ""30"", ""distance"": ""1438米"", ""status"": ""1"", ""last_update_time"": ""1774212708"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""永年路"", ""distance_raw"": ""1438""}]",nan
494730,中绿蔚蓝湾,青岛,30,西海岸新区,3646,滨海大道,5211,青岛西海岸新区滨海大道峄山路与大河东路交汇处,nan,8500,8500元/㎡,首付14万，月供3369元,104-142㎡,47457m²,118642m²,"[{""id"": 705507, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 104}, {""id"": 705508, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 115}, {""id"": 705509, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 118}, {""id"": 705510, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 142}]",3室,3室户型,2022-10-31,2022年10月,2022年10月,nan,"[""2022-10-25"", ""2022-03-14"", ""2021-08-31""]",{高层},{高层},70年,2.5,46%,1032,毛坯,nan,住宅,山东绿发鲁能物业服务有限公司黄岛分公司,2.98元/㎡/月,nan,1280,nan,在售,在售,在售,"[""青房注字（青黄24）第051号"", ""青房注字青黄（2022）第136号"", ""青房注字青黄（2022）第013号"", ""青房注字青黄（2021）第164号""]","[""5号楼"", ""8#"", ""11#、5#、6#"", ""1#、9#""]",青岛绿发投资有限公司,鲁能集团,青岛中绿园健康地产有限公司,民电,民水,35.860778680248,120.01812245471,"{""service_num"": ""4006708287"", ""num"": ""60899""}","{""53"": ""高绿化率"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""32"": ""绿色住宅"", ""5"": ""低单价"", ""4"": ""低总价"", ""78"": ""大户型"", ""404"": ""客餐厅相连"", ""403"": ""私密性好"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""92"": ""热搜盘"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""高绿化率"", ""轨交房"", ""厨卫全明"", ""南北通透"", ""卧室全朝南""]",https://pic4.ajkimg.com/display/xinfang/05b7c6cfbf659cac256641593b9f12cd/275x206n.jpg,"[{""id"": ""7195489"", ""loupan_id"": ""494730"", ""station_id"": ""4413"", ""subway_id"": ""123"", ""city_id"": ""30"", ""distance"": ""1482米"", ""status"": ""1"", ""last_update_time"": ""1774212705"", ""is_rail_loupan"": ""1"", ""subway_name"": ""西海岸快线"", ""station_name"": ""世纪大道"", ""distance_raw"": ""1482""}]",山东省青岛市黄岛区峄山路与大河东路交汇处
515943,金隅金玉府,青岛,30,即墨区,3645,鹤山路,5205,青岛即墨区鹤山路鹤山路北即墨区实验高级中学旁,nan,10000,10000元/㎡,首付13万，月供3333元,93-141㎡,100863m²,215700m²,"[{""id"": 777754, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 93}, {""id"": 777755, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 115}, {""id"": 883137, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 118}, {""id"": 883138, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 118}, {""id"": 883134, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 140}, {""id"": 883136, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 141}, {""id"": 870684, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 140}]",3/4室,"3室户型,4室户型",2023-04-22,2023年04月22日,2023年4月22日,2024年10月31日,"[""2025-08-13"", ""2025-05-30"", ""2025-02-20"", ""2023-04-11""]","{小高层,高层}","{小高层,高层}",70年,1.6,35%,1241,带装修,在建中，竣工时间：暂无数据,住宅,青岛万科物业服务有限公司,2.77元/㎡/月,nan,2992,1:1.3,在售,在售,在售,"[""鲁（2025）青岛市即墨区不动产权第0051618号"", ""鲁（2022）青岛市即墨区不动产权第0011297号"", ""鲁（2024）青岛市即墨区不动产权第0036069号"", ""即房注字（2023）第020号""]","[""4#"", ""17#"", ""10#"", ""5#、6#""]",青岛金玉创置房地产开发有限公司,金隅集团,青岛金玉创置房地产开发有限公司,民电,民水,36.420074000377,120.50715710788,"{""service_num"": ""4006708287"", ""num"": ""38211""}","{""559"": ""现房"", ""81"": ""大阳台"", ""56"": ""车位充足"", ""52"": ""低容积"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""75"": ""三房朝南"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""7"": ""项目在建"", ""5"": ""低单价"", ""4"": ""低总价"", ""72"": ""配套纯熟"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""92"": ""热搜盘"", ""90"": ""人气楼盘"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""现房"", ""大阳台"", ""车位充足"", ""低容积"", ""装修交付""]",https://pic4.ajkimg.com/display/xinfang/b4ee5a310363d64dc7ddf9bdf2489f7c/275x206n.jpg,[],即墨区204与孟沙河一路交汇处
