楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
499960,广宇东润大厦,杭州,18,上城区,1802,城东新城,5133,杭州上城区城东新城机场路与东宁路交叉口,nan,23000,23000元/㎡,首付19万，月供4797元,58-95㎡,7640m²,34469.9m²,"[{""id"": 791427, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 58}, {""id"": 693987, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 58}, {""id"": 693989, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 58}, {""id"": 693988, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 95}]",1/2/3室,商业户型,2021-08-14,2021年08月14日,2021年8月14日,2022年6月30日,"[""2019-03-23""]",{},{},40年,3,25%,327,带装修,nan,商业,杭州广宇物业管理有限公司,6元/㎡/月,nan,250,1:0.76,在售,在售,在售,"[""杭售许字(2020)第000019号""]","[""1#、2#""]",浙江上东房地产开发有限公司,广宇发展,浙江上东房地产开发有限公司,商电,商水,30.307831537312,120.21300070765,"{""service_num"": ""4006708287"", ""num"": ""94422""}","{""559"": ""现房"", ""77"": ""复式"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""73"": ""卧室全朝南"", ""10"": ""多轨交"", ""5"": ""低单价"", ""4"": ""低总价"", ""397"": ""动静分离"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""现房"", ""复式"", ""装修交付"", ""轨交房"", ""卧室全朝南""]",https://pic4.ajkimg.com/display/xinfang/3e6c4df688e3d1c3c932bbb4f1d5805d/275x206n.jpg,"[{""id"": ""7254746"", ""loupan_id"": ""499960"", ""station_id"": ""120840"", ""subway_id"": ""143"", ""city_id"": ""18"", ""distance"": ""54米"", ""status"": ""1"", ""last_update_time"": ""1774211232"", ""is_rail_loupan"": ""1"", ""subway_name"": ""6号线"", ""station_name"": ""枸桔弄站"", ""distance_raw"": ""54""}, {""id"": ""7325541"", ""loupan_id"": ""499960"", ""station_id"": ""122152"", ""subway_id"": ""12111"", ""city_id"": ""18"", ""distance"": ""789米"", ""status"": ""1"", ""last_update_time"": ""1774211227"", ""is_rail_loupan"": ""1"", ""subway_name"": ""18号线"", ""station_name"": ""驿城路站"", ""distance_raw"": ""789""}, {""id"": ""7267498"", ""loupan_id"": ""499960"", ""station_id"": ""120609"", ""subway_id"": ""12046"", ""city_id"": ""18"", ""distance"": ""1024米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""19号线"", ""station_name"": ""驿城路站"", ""distance_raw"": ""1024""}, {""id"": ""7195126"", ""loupan_id"": ""499960"", ""station_id"": ""120613"", ""subway_id"": ""12046"", ""city_id"": ""18"", ""distance"": ""1342米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""19号线"", ""station_name"": ""火车东站(东广场)站"", ""distance_raw"": ""1342""}, {""id"": ""7254745"", ""loupan_id"": ""499960"", ""station_id"": ""120844"", ""subway_id"": ""143"", ""city_id"": ""18"", ""distance"": ""1347米"", ""status"": ""1"", ""last_update_time"": ""1774211232"", ""is_rail_loupan"": ""1"", ""subway_name"": ""6号线"", ""station_name"": ""火车东站(东广场)站"", ""distance_raw"": ""1347""}]",杭州市上城区机场路与东宁路交叉口
486500,溪上俪庭,杭州,18,余杭区,1808,瓶窑,4589,杭州余杭区瓶窑崇北街与瓶仓大道交汇处,nan,20000,20000元/㎡,首付28万，月供6853元,95㎡,35279m²,106671m²,"[{""id"": 629216, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 95}, {""id"": 629219, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 95}]",3室,3室户型,2021-08-24,2021年08月24日,2021年8月24日,2022年12月,"[""2021-07-30"", ""2021-07-20"", ""2021-05-31"", ""2021-05-11"", ""2021-02-08"", ""2020-12-31""]",{高层},{高层},70年,nan,30%,739,带装修,在建中，竣工时间：2022-10-30,住宅,nan,nan,nan,nan,nan,售罄,售罄,售罄,"[""余售许字（2021）第ZJ02097号"", ""余售许字（2021）第ZJ02066号"", ""余售许字（2021）第ZJ00522号"", ""余售许字（2021）第ZJ00444号"", ""余售许字（2021）第ZJ00145号"", ""余售许字（2020）第ZJ00204号""]","[""1#、2#"", ""3#、7#"", ""4#、5#、6#"", ""12#"", ""11#"", ""9#""]",杭州芳满庭置业有限公司,华元房产,杭州芳满庭置业有限公司,民电,民水,30.374370870403,119.9794670505,"{""service_num"": ""4006708287"", ""num"": """"}","{""81"": ""大阳台"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""7"": ""项目在建"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""636"": ""公办小学"", ""603"": ""二级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""大阳台"", ""装修交付"", ""厨卫全明"", ""南北通透"", ""项目在建""]",https://pic4.ajkimg.com/display/xinfang/ed1cf14a62e6aa2a2b57371a49c7776a/275x206n.jpg,[],余杭区崇北街38-40号
454770,世宸名府,杭州,18,萧山区,1807,南站新城,22025,杭州萧山区南站新城金城路与黎端路交叉口,nan,29700,29700元/㎡,首付39万，月供9521元,89-137㎡,住宅：35407m² 别墅：35407m²,住宅：135000m² 别墅：135000m²,"[{""id"": 468712, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 483185, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 483183, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 110}, {""id"": 468713, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 137}]",3/4室,"3室户型,4室户型",2020-10-25,2020年10月25日,2020年10月25日,2022年8月,"[""2019-08-26"", ""2020-04-17"", ""2020-10-16""]",{高层},{高层},住宅：70年 别墅：70年,住宅：3,住宅：30% 别墅：30%,住宅：1400 别墅：1400,住宅：带装修 别墅：带装修,在建中，竣工时间：2022-08-31,住宅,nan,住宅：3元/㎡/月,nan,住宅：952 别墅：952,住宅：1:0.68 别墅：1:0.68,售罄,售罄,售罄,"[""萧售许字（2019）第00710号"", ""萧售许字（2020）第00211号"", ""萧售许字（2020）第01341号""]","[""1"", ""2"", ""3、4""]",杭州华宇业瑞房地产开发有限公司,华宇集团,华宇集团，德信地产集团，阳光城集团，新城控股,住宅：民电,住宅：民水,30.183534016057,120.3082663214,"""""","{""81"": ""大阳台"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""7"": ""项目在建"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""50"": ""品牌开发商""}","[""大阳台"", ""装修交付"", ""轨交房"", ""厨卫全明"", ""南北通透""]",https://pic4.ajkimg.com/display/xinfang/87d73738884df50a394a567dd89eaddd/275x206n.jpg,"[{""id"": ""7214195"", ""loupan_id"": ""454770"", ""station_id"": ""4860"", ""subway_id"": ""142"", ""city_id"": ""18"", ""distance"": ""1478米"", ""status"": ""1"", ""last_update_time"": ""1774211232"", ""is_rail_loupan"": ""1"", ""subway_name"": ""5号线"", ""station_name"": ""双桥"", ""distance_raw"": ""1478""}]",杭州萧山金城路与黎端路交叉口
510264,中海黄龙云起商铺,杭州,18,西湖区,1804,黄龙,1879,杭州西湖区黄龙万塘路与华星路交叉口,nan,50000,50000元/㎡,nan,305㎡,39000m²,90000m²,[],nan,nan,2021-07-02,2021年07月02日,2021年7月2日,2022年3月3日,[],{},{},40年,nan,30%,4,毛坯,nan,临街店铺,中海物业管理有限公司,nan,nan,nan,nan,在售,在售,在售,[],[],杭州中海海创房地产有限公司,中海地产,nan,商电,商水,30.28571883265,120.13067050202,"{""service_num"": ""4006708287"", ""num"": ""77762""}","{""559"": ""现房"", ""9"": ""轨交房"", ""10"": ""多轨交"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""68"": ""医院"", ""65"": ""商业街"", ""64"": ""购物中心"", ""55"": ""小型社区"", ""50"": ""品牌开发商""}","[""现房"", ""轨交房"", ""多轨交"", ""配套纯熟"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/69dd29694c62d946ff22f90497e3c9b6/275x206n.jpg,"[{""id"": ""7195115"", ""loupan_id"": ""510264"", ""station_id"": ""120610"", ""subway_id"": ""12046"", ""city_id"": ""18"", ""distance"": ""846米"", ""status"": ""1"", ""last_update_time"": ""1774211227"", ""is_rail_loupan"": ""1"", ""subway_name"": ""19号线"", ""station_name"": ""文三路站"", ""distance_raw"": ""846""}, {""id"": ""7187771"", ""loupan_id"": ""510264"", ""station_id"": ""4804"", ""subway_id"": ""41"", ""city_id"": ""18"", ""distance"": ""911米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""2号线"", ""station_name"": ""学院路"", ""distance_raw"": ""911""}, {""id"": ""7187772"", ""loupan_id"": ""510264"", ""station_id"": ""4805"", ""subway_id"": ""41"", ""city_id"": ""18"", ""distance"": ""956米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""2号线"", ""station_name"": ""古翠路"", ""distance_raw"": ""956""}, {""id"": ""7192643"", ""loupan_id"": ""510264"", ""station_id"": ""10206"", ""subway_id"": ""1010"", ""city_id"": ""18"", ""distance"": ""1129米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""3号线"", ""station_name"": ""古荡"", ""distance_raw"": ""1129""}]",上城区运塘街12号
496777,久宸里,杭州,18,上城区,1802,南星桥,24208,杭州上城区南星桥钱江路258号,nan,80000,80000元/㎡,首付267万，月供64378元,255-515㎡,15358m²,130384m²,"[{""id"": 672613, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 257}, {""id"": 672614, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 259}, {""id"": 672608, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 255}, {""id"": 672611, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 274}, {""id"": 672617, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 495}, {""id"": 672616, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 501}, {""id"": 672622, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 493}, {""id"": 672620, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 515}]",3/4/5/6室,商业户型,2020-05-16,2020年05月16日,2020年5月16日,2022年12月31日,"[""2021-05-08""]",{},{},40年,4.8,25%,98,带装修,在建中，竣工时间：2021-12-31,商业,北京世邦魏理仕物业管理服务有限公司杭州分公司,8.5元/㎡/月,nan,820,1:3,在售,在售,在售,"[""杭售许字(2014)第000117号""]","[""1#、2#""]",浙江久光房地产开发有限公司,蓝城集团,浙江久光房地产开发有限公司,商电,商水,30.230488416993,120.19364568514,"{""service_num"": ""4006708287"", ""num"": ""74218""}","{""559"": ""现房"", ""56"": ""车位充足"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""7"": ""项目在建"", ""10"": ""多轨交"", ""55"": ""小型社区"", ""50"": ""品牌开发商""}","[""现房"", ""车位充足"", ""装修交付"", ""轨交房"", ""项目在建""]",https://pic4.ajkimg.com/display/xinfang/a8725701ccd9ddc5fe5c7cb9306a11e0/275x206n.jpg,"[{""id"": ""7267715"", ""loupan_id"": ""496777"", ""station_id"": ""122156"", ""subway_id"": ""12111"", ""city_id"": ""18"", ""distance"": ""453米"", ""status"": ""1"", ""last_update_time"": ""1774211232"", ""is_rail_loupan"": ""1"", ""subway_name"": ""18号线"", ""station_name"": ""甬江路站"", ""distance_raw"": ""453""}, {""id"": ""7181324"", ""loupan_id"": ""496777"", ""station_id"": ""4816"", ""subway_id"": ""42"", ""city_id"": ""18"", ""distance"": ""477米"", ""status"": ""1"", ""last_update_time"": ""1774211229"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""甬江路"", ""distance_raw"": ""477""}, {""id"": ""7181325"", ""loupan_id"": ""496777"", ""station_id"": ""4817"", ""subway_id"": ""42"", ""city_id"": ""18"", ""distance"": ""1199米"", ""status"": ""1"", ""last_update_time"": ""1774211229"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""南星桥"", ""distance_raw"": ""1199""}, {""id"": ""7181326"", ""loupan_id"": ""496777"", ""station_id"": ""4849"", ""subway_id"": ""142"", ""city_id"": ""18"", ""distance"": ""1235米"", ""status"": ""1"", ""last_update_time"": ""1774211229"", ""is_rail_loupan"": ""1"", ""subway_name"": ""5号线"", ""station_name"": ""南星桥"", ""distance_raw"": ""1235""}, {""id"": ""7181321"", ""loupan_id"": ""496777"", ""station_id"": ""2622"", ""subway_id"": ""40"", ""city_id"": ""18"", ""distance"": ""1454米"", ""status"": ""1"", ""last_update_time"": ""1774211227"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""近江"", ""distance_raw"": ""1454""}]",杭州市上城区钱江路吟潮路交叉口
248485,中国铁建国际花园,杭州,18,上城区,1802,城东新城,5133,杭州上城区城东新城地铁1号线九和路站北700米，冯普路和支十二路,nan,nan,nan,nan,89-115㎡,21257m²,70697.8m²,"[{""id"": 79296, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 79636, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 79637, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 115}]",3室,3室户型,nan,nan,nan,nan,[],{高层},{高层},70年,2.4,30%,507,毛坯,nan,住宅,nan,2.5元/㎡/月,nan,1209,1:2.4,售罄,售罄,售罄,"[""杭售许字(2013)第000119号""]",[],nan,nan,中国铁建地产,民电,民水,30.317630059821,120.25111902402,"""""","{""57"": ""人车分流"", ""56"": ""车位充足"", ""9"": ""轨交房"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""人车分流"", ""车位充足"", ""轨交房"", ""配套纯熟"", ""便利店""]",https://pic4.ajkimg.com/display/xinfang/ee341db57b01f50bcba06d738110d594/275x206n.jpg,"[{""id"": ""7211938"", ""loupan_id"": ""248485"", ""station_id"": ""2635"", ""subway_id"": ""40"", ""city_id"": ""18"", ""distance"": ""1432米"", ""status"": ""1"", ""last_update_time"": ""1774211226"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""九和路"", ""distance_raw"": ""1432""}]",城东新城北区地铁1号线九和路站北700米，冯普路和支十二路
239060,阳光城西郊半岛,杭州,18,富阳区,16786,东洲,25393,杭州富阳区东洲杭州市富阳区富春街道江滨东大道1号,nan,nan,nan,nan,97-156㎡,别墅：114619m² 住宅：114619m²,别墅：230301.71m² 住宅：230301.71m²,"[{""id"": 584243, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 97}, {""id"": 517190, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 156}, {""id"": 517204, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 156}]",3室、别墅,"3室户型,别墅户型",2020-03-28,2020年03月28日,2020年3月28日,2022年6月,"[""2019-01-15"", ""2020-09-18"", ""2020-08-20"", ""2020-07-20"", ""2020-06-22"", ""2020-04-21"", ""2020-03-23"", ""2020-03-23"", ""2019-12-25"", ""2019-12-25"", ""2019-11-23"", ""2019-02-14"", ""2018-10-09"", ""2018-11-28"", ""2018-07-09"", ""2018-06-06""]",{叠加别墅},{叠加别墅},别墅：70年 住宅：70年,别墅：1.25 住宅：1.25,别墅：30% 住宅：30%,别墅：1112 住宅：1112,"别墅：毛坯,带装修 住宅：毛坯,带装修",nan,别墅,nan,别墅：2.24元/㎡/月,nan,别墅：1671 住宅：1671,别墅：1:1 住宅：1:1,售罄,售罄,售罄,"[""富售许字（2018）第131号"", ""富售许字（2020）第107号"", ""富售许字（2020）第094号"", ""富售许字（2020）第078号"", ""富售许字(2020)第062号"", ""富售许字(2020)第028号"", ""富售许字(2020)第010号"", ""富售许字(2020)第011号"", ""富售许字（2019）第140号"", ""富售许字（2019）第139号"", ""富售许字（2019）第117号"", ""富售许字(2014)第037号"", ""富售许字(2014)第006号"", ""富售许字(2014)第023号"", ""富售许字(2014)第018号"", ""富售许字(2014)第001号"", ""富售许字(2013)第028号"", ""富售许字(2010)第0073号"", ""富售许字(2010)第0074号"", ""富售许字(2010)第0072号"", ""富售许字(2010)第0071号"", ""富售许字（2019）第008号"", ""富售许字(2018)第081号"", ""富售许字(2018)第102号"", ""富售许字(2018)第049号"", ""富售许字(2018)第039号""]","[""6号楼"", ""48#、49#"", ""53#"", ""51#、52#"", ""7#、8#、16#、17#"", ""40#、47#、50#、54#"", ""39#、5#"", ""13#、22#"", ""45#"", ""4#、11#、12#、20#、33#"", ""20#、21#、22#、26#、27#、40#、48#、49#、56#、57#"", ""9#"", ""7号楼"", ""3#楼"", ""5号楼、6号楼"", ""1号楼""]",杭州富阳碧水源房地产有限公司,阳光控股,阳光城集团,别墅：民电,别墅：民水,30.065117,119.989312,"""""","{""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""636"": ""公办小学"", ""606"": ""省一级园"", ""597"": ""公办幼儿园"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""装修交付"", ""厨卫全明"", ""南北通透"", ""银行"", ""学校""]",https://pic4.ajkimg.com/display/xinfang/eb2e7f755e1836f5ab0f7a3923cc910f/275x206n.jpg,[],杭州市富阳区富春街道江滨东大道大坞坑阳光城西郊半岛新售楼部
438951,万流新邸,杭州,18,萧山区,1807,萧山新城,1919,杭州萧山区萧山新城市心北路与建设一路交汇处东约200米,nan,nan,nan,nan,114-164㎡,47326m²,177964.97m²,"[{""id"": 463512, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 114}, {""id"": 386196, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 128}, {""id"": 386197, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 144}, {""id"": 386198, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 164}]",2/3室,"2室户型,3室户型",nan,nan,nan,nan,"[""2018-11-16"", ""2018-11-26"", ""2018-12-17"", ""2019-04-19"", ""2019-08-14"", ""2019-11-19"", ""2019-12-10""]",{高层},{高层},70年,2.5,30%,770,带装修,nan,住宅,nan,3.7元/㎡/月,nan,1205,1:1.5,售罄,售罄,售罄,"[""萧售许字（2018）第00866号"", ""萧售许字（2018）第00897号"", ""萧售许字（2018）第01017号"", ""萧售许字（2019）第00220号"", ""萧售许字（2019）第00630号"", ""萧售许字（2019）第01104号"", ""萧售许字（2019）第01232号""]","[""1#"", ""10、11#"", ""2、6#"", ""9"", ""3#"", ""5#"", ""7#""]",nan,nan,融信,民电,民水,30.201001330798,120.27777534343,"{""service_num"": ""4006708287"", ""num"": """"}","{""56"": ""车位充足"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""71"": ""便利店"", ""70"": ""银行"", ""65"": ""商业街"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""车位充足"", ""装修交付"", ""轨交房"", ""厨卫全明"", ""南北通透""]",https://pic4.ajkimg.com/display/xinfang/3098dbf2d7c08e88fa4eb99b7aaa6514/275x206n.jpg,"[{""id"": ""7212752"", ""loupan_id"": ""438951"", ""station_id"": ""2657"", ""subway_id"": ""41"", ""city_id"": ""18"", ""distance"": ""909米"", ""status"": ""1"", ""last_update_time"": ""1774211230"", ""is_rail_loupan"": ""1"", ""subway_name"": ""2号线"", ""station_name"": ""建设一路"", ""distance_raw"": ""909""}]",市心北路与建设一路交汇处东约200米
298190,融创杭州印,杭州,18,滨江区,1806,西兴,1915,杭州滨江区西兴闻涛路与江晖路交叉口向东300米处,nan,nan,nan,nan,46-225㎡,10418m²,154182m²,"[{""id"": 140297, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 46}, {""id"": 140294, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 225}]",1/4室,商业户型,nan,nan,nan,nan,[],{高层},{高层},40年,10.5,20%,1272,带装修,nan,商业,nan,5.6元/㎡/月,nan,906,1:0.7,售罄,售罄,售罄,"[""杭售许字(2014)第004020号：云台""]",[],nan,nan,nan,商电,商水,30.217341834872,120.21194109726,"{""service_num"": ""4006708287"", ""num"": """"}","{""31"": ""大平层"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""10"": ""多轨交"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心""}","[""大平层"", ""装修交付"", ""轨交房"", ""多轨交"", ""配套纯熟""]",https://pic4.ajkimg.com/display/xinfang/73eb3fac06b2251c076bf6468c06bf03/275x206n.jpg,"[{""id"": ""7254337"", ""loupan_id"": ""298190"", ""station_id"": ""120852"", ""subway_id"": ""143"", ""city_id"": ""18"", ""distance"": ""1275米"", ""status"": ""1"", ""last_update_time"": ""1774211230"", ""is_rail_loupan"": ""1"", ""subway_name"": ""6号线"", ""station_name"": ""江汉路站"", ""distance_raw"": ""1275""}, {""id"": ""7266829"", ""loupan_id"": ""298190"", ""station_id"": ""122157"", ""subway_id"": ""12111"", ""city_id"": ""18"", ""distance"": ""1303米"", ""status"": ""1"", ""last_update_time"": ""1774211230"", ""is_rail_loupan"": ""1"", ""subway_name"": ""18号线"", ""station_name"": ""江汉路站"", ""distance_raw"": ""1303""}]",闻涛路与江晖路交叉口向东300米处
462679,南站之翼,杭州,18,萧山区,1807,南站新城,22025,杭州萧山区南站新城金城路与黎端路交叉口,nan,29000,29000元/㎡,首付16万，月供3967元,38㎡,35407m²,135000m²,"[{""id"": 500497, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 38}]",2室,商业户型,2020-08-25,2020年08月25日,2020年8月25日,2022年8月,"[""2020-08-25"", ""2019-08-16""]",{高层},{高层},40年,3,30%,1400,带装修,在建中，竣工时间：2022-08-31,商业,nan,5元/㎡/月,nan,952,1:0.68,售罄,售罄,售罄,"[""萧售许字（2020）第01116号"", ""萧售许字（2019）第00644号""]","[""7#"", ""8#""]",杭州华宇业瑞房地产开发有限公司,华宇集团,华宇集团，德信地产集团，阳光城集团，新城控股,商电,商水,30.183628738926,120.30810528935,"""""","{""29"": ""装修交付"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""73"": ""卧室全朝南"", ""7"": ""项目在建"", ""397"": ""动静分离"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""装修交付"", ""轨交房"", ""厨卫全明"", ""卧室全朝南"", ""项目在建""]",https://pic4.ajkimg.com/display/xinfang/9a6486c3fdef80f050c807e678cce2fe/275x206n.jpg,"[{""id"": ""7212521"", ""loupan_id"": ""462679"", ""station_id"": ""4860"", ""subway_id"": ""142"", ""city_id"": ""18"", ""distance"": ""1495米"", ""status"": ""1"", ""last_update_time"": ""1774211230"", ""is_rail_loupan"": ""1"", ""subway_name"": ""5号线"", ""station_name"": ""双桥"", ""distance_raw"": ""1495""}]",杭州萧山区金城路与黎端路交叉口
