楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型.1,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
4286016,银世纪新村,杭州,18,余杭区,1808,未来科技城,23296,杭州余杭区未来科技城文二西路与上仓路交叉口西南侧,,,,,175-199㎡,43919m²,65878.5m²,"[{""id"": 784032, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 175}, {""id"": 784031, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 199}]",4/5室,"4室户型,5室户型",2003-08-10,2023年02月25日,2003年,2004年,"[""2023-02-13"", ""2022-12-15"", ""2022-11-07""]",超高层,花园洋房,70年,1.5,30%,352,带装修,,住宅,合景悠活,5.5元/㎡/月,,547,1:1.6,售罄,售罄,售罄,"[""余售许字（2023）第ZJ00046号"", ""余售许字（2022）第ZJ00673号"", ""余售许字（2022）第ZJ00556号""]","[""1#、2#、4#、3#"", ""5#、6#、7#"", ""9#、10#、11#、8#""]",中南,"绿城集团,交投地产",杭州绿城交投锦溪置业有限公司,民电,民水,30.267497,119.987108,"""""","{""56"": ""车位充足"", ""52"": ""低容积"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""78"": ""大户型"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""606"": ""省一级园"", ""603"": ""二级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""车位充足"", ""低容积"", ""装修交付"", ""轨交房"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/cdfc0349d84bc485f00ddb07a58f87fb/275x206n.jpg,"[{""id"": ""7193624"", ""loupan_id"": ""516352"", ""station_id"": ""10688"", ""subway_id"": ""1032"", ""city_id"": ""18"", ""distance"": ""1346米"", ""status"": ""1"", ""last_update_time"": ""1774211230"", ""is_rail_loupan"": ""1"", ""subway_name"": ""16号线"", ""station_name"": ""凤新路"", ""distance_raw"": ""1346""}]",杭州市余杭区文二西路
7003053,保利月亮新城,杭州,18,拱墅区,1801,华丰,24205,杭州拱墅区华丰康华路与华丰路交汇处往南50米,,7448元/㎡,7448元/㎡,首付49万，月供11902元,100-148㎡,38818m²,136793m²,"[{""id"": 748769, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 100}, {""id"": 748768, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 110}, {""id"": 748767, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 122}, {""id"": 763354, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 148}]",3/4室,"3室户型,4室户型",2003-05-19,2022年11月18日,2003年,2004年,"[""2022-11-08"", ""2022-10-20"", ""2022-09-02"", ""2022-06-10"", ""2022-03-18""]",{高层},高层,70年,2.2,35%,759,带装修,在建中，竣工时间：2024-06-30,住宅,中海物业,3.25元/㎡/月,,976,1:1.3,售罄,售罄,售罄,"[""杭售许字(2022)第000117号"", ""杭售许字(2022)第000103号"", ""杭售许字(2022)第000077号"", ""杭售许字(2022)第000035号"", ""杭售许字(2022)第000014号""]","[""2#、5#"", ""3#、4#"", ""6#、7#"", ""1#、9#"", ""8#、12#""]",华侨城,"保利集团,华润置地,融信地产,滨江集团",杭州保源置业有限公司,民电,民水,30.341233,120.199342,"{""service_num"": ""4006708287"", ""num"": """"}","{""482"": ""国企开发"", ""56"": ""车位充足"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""7"": ""项目在建"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""78"": ""大户型"", ""404"": ""客餐厅相连"", ""403"": ""私密性好"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""国企开发"", ""车位充足"", ""装修交付"", ""轨交房"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/be9311dbb34aa7f14eb539abff2970b3/275x206n.jpg,"[{""id"": ""7188688"", ""loupan_id"": ""510719"", ""station_id"": ""10201"", ""subway_id"": ""1010"", ""city_id"": ""18"", ""distance"": ""852米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""3号线"", ""station_name"": ""华丰路"", ""distance_raw"": ""852""}, {""id"": ""7188678"", ""loupan_id"": ""510719"", ""station_id"": ""10225"", ""subway_id"": ""1010"", ""city_id"": ""18"", ""distance"": ""1271米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""3号线"", ""station_name"": ""同协路"", ""distance_raw"": ""1271""}]",杭州市拱墅区康华路与华丰路交汇处往南50米
5755525,恒邸二期,杭州,18,上城区,1802,九堡,1837,杭州上城区九堡九堡时装街与云裳直接交叉口,,7222元/㎡,7222元/㎡,首付16万，月供3931元,34-47㎡,45279m²,220000m²,"[{""id"": 444736, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 34}, {""id"": 444734, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 47}]",2室,商业户型,2003-10-07,2019年11月02日,2003年,2004年,"[""2019-10-29""]",{高层},高层,40年,2.5,30%,2000,带装修,,商业,华润万象生活,4元/㎡/月,,1582,1:0.8,售罄,售罄,售罄,"[""杭售许字(2019)第000111号""]","[""2#""]",中铁建,,杭州九天泽一房地产有限公司,商电,商水,30.328035,120.294966,"""""","{""77"": ""复式"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""10"": ""多轨交"", ""43"": ""loft"", ""42"": ""酒店公寓"", ""39"": ""商住公寓"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""82"": ""双卫生间"", ""225"": ""联合办公"", ""204"": ""产业园区"", ""54"": ""大型社区""}","[""复式"", ""装修交付"", ""轨交房"", ""厨卫全明"", ""南北通透""]",https://pic4.ajkimg.com/display/xinfang/05a8cfdb6ce9da55636493260a417c53/275x206n.jpg,"[{""id"": ""7213320"", ""loupan_id"": ""454223"", ""station_id"": ""2637"", ""subway_id"": ""40"", ""city_id"": ""18"", ""distance"": ""1142米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""客运中心"", ""distance_raw"": ""1142""}, {""id"": ""7253754"", ""loupan_id"": ""454223"", ""station_id"": ""120825"", ""subway_id"": ""12055"", ""city_id"": ""18"", ""distance"": ""1147米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""9号线"", ""station_name"": ""客运中心站"", ""distance_raw"": ""1147""}]",杭州九堡时装街与云裳直接交叉口
4934672,翠梅林家,杭州,18,临安区,16784,锦北,25400,杭州临安区锦北锦北街道锦墅街与北五路交叉口,,4514元/㎡,4514元/㎡,首付37万，月供9016元,75-128㎡,64000m²,185000m²,"[{""id"": 570270, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 75}, {""id"": 570268, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 78}, {""id"": 570269, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 78}, {""id"": 564088, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 570266, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 570267, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 115}, {""id"": 619154, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 125}, {""id"": 619156, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 128}]",2/3/4室,"2室户型,3室户型,4室户型",2003-01-01,2021年03月13日,2003年,2004年,"[""2021-03-04"", ""2020-05-28"", ""2020-05-28"", ""2020-05-28"", ""2021-01-14"", ""2021-01-14"", ""2020-09-17"", ""2020-09-17"", ""2020-09-01"", ""2020-09-01"", ""2020-08-07"", ""2020-08-07"", ""2020-08-07"", ""2020-06-16"", ""2020-06-16"", ""2020-05-28"", ""2020-05-28"", ""2020-05-28""]","{小高层,高层}",小高层、高层,70年,2,31%,700,毛坯,在建中，竣工时间：2022-11-22,住宅,华润万象生活,2.75元/㎡/月,,800,1:1.14,售罄,售罄,售罄,"[""临售许字（2021）第ZJ00165号"", ""临售许字（2020）第00476号"", ""临售许字（2020）第00474号"", ""临售许字（2020）第00473号"", ""临售许字（2021）第ZJ00041号"", ""临售许字（2021）第ZJ00042号"", ""临售许字（2020）第01235号"", ""临售许字（2020）第01236号"", ""临售许字（2020）第01145号"", ""临售许字（2020）第01144号"", ""临售许字（2020）第01027号"", ""临售许字（2020）第01025号"", ""临售许字（2020）第01026号"", ""临售许字（2020）第00595号"", ""临售许字（2020）第00596号"", ""临售许字（2020）第00479号"", ""临售许字（2020）第00477号"", ""临售许字（2020）第00475号""]","[""10#"", ""18#"", ""4#"", ""3#"", ""14#"", ""11#"", ""5#"", ""6#"", ""12#"", ""7#"", ""16#"", ""9#"", ""17#"", ""13#"", ""8#"", ""1#"", ""2#"", ""15#""]",万科,,杭州轩湖房地产开发有限公司,民电,民水,30.250726,119.719918,"{""service_num"": ""4006708287"", ""num"": ""40611""}","{""559"": ""现房"", ""81"": ""大阳台"", ""56"": ""车位充足"", ""76"": ""厨卫全明"", ""75"": ""三房朝南"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""7"": ""项目在建"", ""5"": ""低单价"", ""4"": ""低总价"", ""547"": ""地铁"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""421"": ""无需摇号"", ""263"": ""VR看房"", ""226"": ""商业街区""}","[""现房"", ""大阳台"", ""车位充足"", ""厨卫全明"", ""三房朝南""]",https://pic4.ajkimg.com/display/xinfang/ae6cfdc2bdeb36a59b2d03a0a76bcc11/275x206n.jpg,[],杭州市临安区锦北街道锦墅街与北五路交叉口
9350036,雅渟理想新村,杭州,18,上城区,1802,艮北新城,24906,杭州上城区艮北新城新塘路与艮嘉巷交叉口西南侧,,8641元/㎡,8641元/㎡,首付42万，月供10135元,96-139㎡,19084m²,63636.24m²,"[{""id"": 822994, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 96}, {""id"": 822996, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 119}, {""id"": 822997, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 139}]",3/4室,"3室户型,4室户型",2003-06-07,2023年12月上旬,2003年,2004年,"[""2023-11-24""]",{高层},高层,70年,,35%,364,毛坯,,住宅,雅生活服务,,,460,,售罄,售罄,售罄,"[""杭房预许字（2023）第00681号""]","[""3#、2#、5#、4#、7#、6#、1#""]",保利,,,民电,民水,30.305525,120.226694,"""""","{""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""10"": ""多轨交"", ""276"": ""一房一价"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""281"": ""共有产权房"", ""263"": ""VR看房""}","[""轨交房"", ""厨卫全明"", ""南北通透"", ""多轨交"", ""一房一价""]",https://pic4.ajkimg.com/display/xinfang/d286ad8b2200dd3167cbd8d009ff5c52/275x206n.jpg,"[{""id"": ""7327745"", ""loupan_id"": ""523577"", ""station_id"": ""2633"", ""subway_id"": ""40"", ""city_id"": ""18"", ""distance"": ""1125米"", ""status"": ""1"", ""last_update_time"": ""1774211227"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""彭埠"", ""distance_raw"": ""1125""}, {""id"": ""7257436"", ""loupan_id"": ""523577"", ""station_id"": ""2673"", ""subway_id"": ""42"", ""city_id"": ""18"", ""distance"": ""1125米"", ""status"": ""1"", ""last_update_time"": ""1774211227"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""彭埠"", ""distance_raw"": ""1125""}]",上城区新塘路与艮嘉巷交叉口西南侧
6589035,金丽景,杭州,18,下城,1805,华丰,4582,杭州下城华丰东新路与石祥路交汇处（公交站重机厂站边）,,,,,80-175㎡,190000m²,700000m²,"[{""id"": 26378, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 80}, {""id"": 26379, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 88}, {""id"": 26380, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 26381, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 107}, {""id"": 26382, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 132}, {""id"": 26383, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 137}, {""id"": 26384, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 138}, {""id"": 26385, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 166}, {""id"": 26386, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 175}]",2/3/4室,"2室户型,3室户型,4室户型",2003-01-23,,2003年,2004年,[],{高层},高层,70年,3,30%,3700,毛坯,,住宅,旭辉永升,1.75元/㎡/月,,,1:0.8,售罄,售罄,售罄,[],[],碧桂园,,杭州滨江房产集团有限公司,民电,民水,30.32471,120.167043,"""""","{""57"": ""人车分流"", ""9"": ""轨交房"", ""10"": ""多轨交"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""54"": ""大型社区""}","[""人车分流"", ""轨交房"", ""多轨交"", ""配套纯熟"", ""便利店""]",https://pic4.ajkimg.com/display/xinfang/031fe639520173e9730874e3a62fc7b8/275x206n.jpg,"[{""id"": ""7326795"", ""loupan_id"": ""238757"", ""station_id"": ""120450"", ""subway_id"": ""42"", ""city_id"": ""18"", ""distance"": ""827米"", ""status"": ""1"", ""last_update_time"": ""1774211227"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""新天地街"", ""distance_raw"": ""827""}, {""id"": ""7213562"", ""loupan_id"": ""238757"", ""station_id"": ""10219"", ""subway_id"": ""1010"", ""city_id"": ""18"", ""distance"": ""827米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""3号线"", ""station_name"": ""新天地街"", ""distance_raw"": ""827""}, {""id"": ""7212449"", ""loupan_id"": ""238757"", ""station_id"": ""120446"", ""subway_id"": ""42"", ""city_id"": ""18"", ""distance"": ""1494米"", ""status"": ""1"", ""last_update_time"": ""1774211227"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""皋亭坝"", ""distance_raw"": ""1494""}]",东新路与石祥路交汇处
8957019,凤幸福翠苑,杭州,18,临安区,16784,青山湖科技城,24983,杭州临安区青山湖科技城青山湖地铁16号线青山湖站d口200米,,,,,88-260㎡,别墅：85868m² 住宅：85868m²,别墅：150000m² 住宅：150000m²,"[{""id"": 642249, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 88}, {""id"": 642255, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 98}, {""id"": 642258, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 125}, {""id"": 631456, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 220}, {""id"": 642261, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 139}, {""id"": 631449, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 148}, {""id"": 631469, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 260}, {""id"": 631462, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 166}]",别墅、2/3/4室,"2室户型,3室户型,4室户型,别墅户型",2003-04-06,2021年11月13日,2003年,2004年,"[""2021-11-02"", ""2021-08-30"", ""2021-07-14"", ""2021-06-17"", ""2021-04-14"", ""2021-01-15"", ""2021-01-15"", ""2021-01-15"", ""2021-01-15"", ""2020-12-07"", ""2020-12-07"", ""2020-12-07"", ""2020-12-07"", ""2020-12-07"", ""2020-12-07""]",超高层,别墅：叠加别墅 住宅：小高层,别墅：70年 住宅：70年,别墅：1.8 住宅：1.8,别墅：30% 住宅：30%,别墅：1300 住宅：1300,别墅：带装修 住宅：带装修,在建中，竣工时间：2023-06-30,别墅,中海物业,住宅：4.8元/㎡/月,,别墅：1609 住宅：1609,别墅：1:1.2 住宅：1:1.2,售罄,售罄,售罄,"[""临售许字（2021）第ZJ02375号"", ""临售许字（2021）第ZJ02190号"", ""临售许字（2021）第ZJ02045号"", ""临售许字（2021）第ZJ01975号"", ""临售许字（2021）第ZJ00335号"", ""临售许字（2021）第ZJ00051号"", ""临售许字（2021）第ZJ00048号"", ""临售许字（2021）第ZJ00049号"", ""临售许字（2021）第ZJ00050号"", ""临售许字（2020）第01652号"", ""临售许字（2020）第01665号"", ""临售许字（2020）第01667号"", ""临售许字（2020）第01668号"", ""临售许字（2020）第01649号"", ""临售许字（2020）第01666号""]","[""15#、25#、26#"", ""31#、20#、13#"", ""14#、23#、24#"", ""5#、9#、12#、17#、29#"", ""3#、8#、16#、18#、19#"", ""小高层22#"", ""小高层28#"", ""叠墅7#"", ""叠墅11#"", ""叠墅10#"", ""小高层21#"", ""小高层27#"", ""叠墅6#"", ""叠墅1#"", ""叠墅2#""]",禹洲,绿城集团,绿城,别墅：民电,别墅：民水,30.263731,119.757846,"{""service_num"": ""4006708287"", ""num"": """"}","{""56"": ""车位充足"", ""52"": ""低容积"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""7"": ""项目在建"", ""78"": ""大户型"", ""404"": ""客餐厅相连"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""598"": ""民办幼儿园"", ""50"": ""品牌开发商""}","[""车位充足"", ""低容积"", ""装修交付"", ""厨卫全明"", ""南北通透""]",https://pic4.ajkimg.com/display/xinfang/31d20cdd70fca842c399de7e30223d05/275x206n.jpg,[],杭州市临安区青山湖地铁16号线青山湖站d口200米
8647977,江山青山阁,杭州,18,桐庐县,17459,桐庐,17460,杭州桐庐县桐庐春江西路金西路交叉口,,,,,118-517㎡,28933m²,54261m²,"[{""id"": 101845, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 118}, {""id"": 101843, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 119}, {""id"": 101846, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 121}, {""id"": 101844, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 132}, {""id"": 101842, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 188}, {""id"": 283106, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 285}, {""id"": 101850, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 517}]",3/4室、别墅,"3室户型,4室户型,别墅户型",2003-10-10,,2003年,2004年,[],"{独栋别墅,联排别墅}",独栋别墅、联排别墅,70年,,35%,230,毛坯,,别墅,金地智慧服务,2.2元/㎡/月,,241,1:1.05,售罄,售罄,售罄,"[""桐售许字（2015）第031号"", ""桐售许字（2014）第020号"", ""桐售许字（2014）第003号""]",[],融创,,,民电,民水,29.763912,119.682036,"""""","{""56"": ""车位充足"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""55"": ""小型社区""}","[""车位充足"", ""银行"", ""学校"", ""医院"", ""大户型""]",https://pic4.ajkimg.com/display/xinfang/3258e12a53f0379c1b9baea02b6982d6/275x206n.jpg,[],杭州市桐庐春江西路7号（龙潭路口）
6446465,中梅林华庭,杭州,18,萧山区,1807,钱江世纪城,5137,杭州萧山区钱江世纪城盈丰街道皓月路与民祥路交汇处,,10382元/㎡,10382元/㎡,首付109万，月供26220元,195-240㎡,10577m²,36534.5m²,"[{""id"": 849288, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 195}, {""id"": 850191, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 240}]",4/5室,"4室户型,5室户型",2003-07-20,2024年09月13日,2003年,2004年,"[""2024-09-02""]",{高层},高层,70年,2.5,35%,120,带装修,在建中，竣工时间：暂无数据,住宅,万科物业,,,,,售罄,售罄,售罄,"[""萧山房预许字（2024）第00382号""]","[""3#、1#、2#""]",仁恒,绿城集团,,民电,民水,30.25929,120.246511,"{""service_num"": ""4006708287"", ""num"": ""108621""}","{""29"": ""装修交付"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""7"": ""项目在建"", ""10"": ""多轨交"", ""276"": ""一房一价"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""55"": ""小型社区"", ""50"": ""品牌开发商""}","[""装修交付"", ""轨交房"", ""厨卫全明"", ""南北通透"", ""卧室全朝南""]",https://pic4.ajkimg.com/display/xinfang/415749e4b35da4d70ef2f0d1021933fe/275x206n.jpg,"[{""id"": ""7292111"", ""loupan_id"": ""526625"", ""station_id"": ""2653"", ""subway_id"": ""41"", ""city_id"": ""18"", ""distance"": ""1044米"", ""status"": ""1"", ""last_update_time"": ""1774211228"", ""is_rail_loupan"": ""1"", ""subway_name"": ""2号线"", ""station_name"": ""盈丰路"", ""distance_raw"": ""1044""}, {""id"": ""7292108"", ""loupan_id"": ""526625"", ""station_id"": ""122134"", ""subway_id"": ""12110"", ""city_id"": ""18"", ""distance"": ""1111米"", ""status"": ""1"", ""last_update_time"": ""1774211228"", ""is_rail_loupan"": ""1"", ""subway_name"": ""15号线"", ""station_name"": ""盈丰路站"", ""distance_raw"": ""1111""}, {""id"": ""7292110"", ""loupan_id"": ""526625"", ""station_id"": ""2654"", ""subway_id"": ""41"", ""city_id"": ""18"", ""distance"": ""1433米"", ""status"": ""1"", ""last_update_time"": ""1774211228"", ""is_rail_loupan"": ""1"", ""subway_name"": ""2号线"", ""station_name"": ""飞虹路"", ""distance_raw"": ""1433""}]",
8406926,联发盛世墅,杭州,18,富阳区,16786,富春,25392,杭州富阳区富春富春街道华虹路301号,,4965元/㎡,4965元/㎡,首付26万，月供6456元,89-119㎡,61100m²,146600m²,"[{""id"": 657658, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 658762, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 109}, {""id"": 658761, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 119}]",3/4室,"3室户型,4室户型",2003-01-26,2023年04月01日,2003年,2004年,"[""2020-09-17"", ""2021-07-22"", ""2021-05-07"", ""2021-04-13"", ""2023-03-24"", ""2022-09-15"", ""2022-03-09""]",洋房,高层,70年,2.4,35%,1262,带装修,已竣工，竣工时间：2023-12-30,住宅,招商积余,2.34元/㎡/月,,1474,1:1.17,售罄,售罄,售罄,"[""富售许字（2021）第ZJ02262号"", ""富售许字（2021）第ZJ02080号"", ""富售许字（2021）第ZJ00427号"", ""富售许字（2021）第ZJ00329号"", ""富售许字（2023）第ZJ00156号"", ""富售许字（2022）第ZJ00437号"", ""富售许字（2022）第ZJ00076号""]","[""9#、7#"", ""5#、6#"", ""1#、4#"", ""2#、3#"", ""17#、15#、14#、13#、16#"", ""11#、12#"", ""8#、10#""]",仁恒,"阳光控股,联发集团",杭州联毓房地产开发有限公司,民电,民水,30.045016,119.931615,"{""service_num"": ""4006708287"", ""num"": ""32046""}","{""559"": ""现房"", ""557"": ""项目竣工"", ""56"": ""车位充足"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""276"": ""一房一价"", ""78"": ""大户型"", ""404"": ""客餐厅相连"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""638"": ""民办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""421"": ""无需摇号"", ""263"": ""VR看房"", ""226"": ""商业街区"", ""97"": ""刚需直选"", ""50"": ""品牌开发商""}","[""现房"", ""项目竣工"", ""车位充足"", ""装修交付"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/375736a162213f6f619c0af5032b23f2/275x206n.jpg,[],富阳区富春街道华虹路301号
