楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
245376,金隅田员外,杭州,18,拱墅区,1801,桃源,4578,杭州拱墅区桃源东至依山路，南至广济路，西至建筑安装学校，北至规划绿化。,nan,nan,nan,nan,87-127㎡,71280m²,195513m²,"[{""id"": 75879, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 87}, {""id"": 75878, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 88}, {""id"": 75877, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 75880, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 119}, {""id"": 75881, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 127}]",2/3室,"2室户型,3室户型",nan,nan,nan,nan,[],{高层},{高层},70年,2,30%,1406,毛坯,nan,住宅,杭州卓盛物业管理有限公司,2.2元/㎡/月,nan,1235,1:0.9,售罄,售罄,售罄,"[""杭售许字(2016)第000053号"", ""杭售许字(2014)第000088号"", ""杭售许字(2014)第000014号"", ""杭售许字(2013)第0054号""]",[],nan,nan,北京金隅集团,民电,民水,30.358837,120.203035,"""""","{""57"": ""人车分流"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""人车分流"", ""配套纯熟"", ""银行"", ""学校"", ""医院""]",https://pic4.ajkimg.com/display/xinfang/f57c1dbe9c029e248fdff140ae25aa8e/275x206n.jpg,[],杭州市拱墅区田园广济路和依山路交叉口
245355,麒麟山庄,杭州,18,临安区,16784,其他乡镇,25074,杭州临安区其他乡镇青山湖太阳湾半岛，锦湖度假村旁,nan,nan,nan,nan,771-1096㎡,310000m²,118000m²,"[{""id"": 47235, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 856}, {""id"": 47233, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 844}, {""id"": 47231, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 1096}, {""id"": 47238, ""rooms"": 7, ""room_alias"": ""七室"", ""area"": 771}]",别墅,别墅户型,nan,nan,nan,nan,[],{独栋别墅},{独栋别墅},70年,0.38,53%,100,毛坯,nan,别墅,杭州锦天物业管理有限公司,5.8元/㎡/月,nan,nan,1:2,售罄,售罄,售罄,"[""临房售许字(2010)第229号"", ""临房售许字(2010)第220号"", ""临房售许字(2010)第228号"", ""临房售许字(2010)第226号"", ""临房售许字(2010)第225号"", ""临房售许字(2010)第224号"", ""临房售许字(2010)第222号"", ""临房售许字(2010)第223号""]",[],nan,nan,nan,民电,民水,30.246438441952,119.79600207971,"""""","{""56"": ""车位充足"", ""53"": ""高绿化率"", ""63"": ""旅游地产"", ""66"": ""公园"", ""78"": ""大户型"", ""637"": ""公办中学"", ""55"": ""小型社区""}","[""车位充足"", ""高绿化率"", ""旅游地产"", ""公园"", ""大户型""]",https://pic4.ajkimg.com/display/xinfang/c65c368afcaa12c46f0198e6fe3f49b3/275x206n.jpg,[],杭州市曙光路120号黄龙饭店一楼西大堂
400023,淮矿东元府,杭州,18,上城区,1802,城东新城,5133,"杭州上城区城东新城艮山东路,近杭甬高速",nan,nan,nan,nan,89-115㎡,21374m²,59800m²,"[{""id"": 149558, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 149559, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 149561, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 149571, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 149564, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 115}, {""id"": 149568, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 115}, {""id"": 149570, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 115}]",3/4室,"3室户型,4室户型",nan,nan,nan,nan,[],{高层},{高层},70年,2.8,30%,582,毛坯,nan,住宅,nan,1.68元/㎡/月,nan,533,1:0.9,售罄,售罄,售罄,"[""杭售许字(2015)第000136号"", ""杭售许字(2018)第000022号""]",[],nan,nan,淮南矿业（集团）有限责任公司,民电,民水,30.29347387,120.2332537,"""""","{""31"": ""大平层"", ""9"": ""轨交房"", ""10"": ""多轨交"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""大平层"", ""轨交房"", ""多轨交"", ""配套纯熟"", ""便利店""]",https://pic4.ajkimg.com/display/xinfang/2b89b73111a15c92786517ded941b3dd/275x206n.jpg,"[{""id"": ""7212811"", ""loupan_id"": ""400023"", ""station_id"": ""2673"", ""subway_id"": ""42"", ""city_id"": ""18"", ""distance"": ""962米"", ""status"": ""1"", ""last_update_time"": ""1774211227"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""彭埠"", ""distance_raw"": ""962""}, {""id"": ""7212898"", ""loupan_id"": ""400023"", ""station_id"": ""2633"", ""subway_id"": ""40"", ""city_id"": ""18"", ""distance"": ""962米"", ""status"": ""1"", ""last_update_time"": ""1774211227"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""彭埠"", ""distance_raw"": ""962""}, {""id"": ""7254173"", ""loupan_id"": ""400023"", ""station_id"": ""120841"", ""subway_id"": ""143"", ""city_id"": ""18"", ""distance"": ""1013米"", ""status"": ""1"", ""last_update_time"": ""1774211229"", ""is_rail_loupan"": ""1"", ""subway_name"": ""6号线"", ""station_name"": ""元宝塘站"", ""distance_raw"": ""1013""}]",明月桥路与新塘路交叉路口新中宇维萨3幢底商（南大门西侧）
238712,江南铭庭,杭州,18,滨江区,1806,长河,1917,杭州滨江区长河滨文路与江虹路交界处,nan,nan,nan,nan,89-139㎡,30m²,87m²,"[{""id"": 16773, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 16774, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 16775, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 16776, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 52993, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 52999, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53002, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53007, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53022, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53024, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53028, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53029, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53030, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53031, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53032, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53041, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53042, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53044, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53046, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53049, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53050, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53051, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 53052, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 52992, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 52991, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 117}, {""id"": 53039, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 117}, {""id"": 53048, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 117}, {""id"": 53033, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 139}, {""id"": 53036, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 139}, {""id"": 53037, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 139}, {""id"": 53040, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 139}]",2/3室,"2室户型,3室户型",nan,nan,nan,nan,[],{高层},{高层},70年,2.2,30%,625,毛坯,nan,住宅,nan,1.3元/㎡/月,nan,419,nan,售罄,售罄,售罄,[],[],nan,nan,杭州市房地产开发集团有限公司,民电,民水,30.178344719346,120.2088001024,"{""service_num"": ""4006708287"", ""num"": """"}","{""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""配套纯熟"", ""便利店"", ""银行"", ""学校"", ""医院""]",https://pic4.ajkimg.com/display/xinfang/27bd26ea11e53467104540a58cbfd11c/275x206n.jpg,[],滨文路与江虹路交界处
246319,东方君兰,杭州,18,桐庐县,17459,桐庐,17460,杭州桐庐县桐庐云栖中路619号,nan,nan,nan,nan,nan,9900m²,44066.25m²,[],nan,nan,nan,nan,nan,nan,[],{高层},{高层},40年,nan,15%,1000,带装修,nan,商业,nan,3.5元/㎡/月,nan,467,1:1,售罄,售罄,售罄,[],[],nan,nan,杭州恺利置业有限公司,商电,商水,29.798566564916,119.70897931849,"""""","{""57"": ""人车分流"", ""29"": ""装修交付"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心""}","[""人车分流"", ""装修交付"", ""配套纯熟"", ""便利店"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/79aee872d06658bda4ee9b8fb1d88cf3/275x206n.jpg,[],桐庐县迎春南路88号华桐大厦一楼
298094,恒伟江南名楼,杭州,18,临安区,16784,双林高校,25399,杭州临安区双林高校临安南临竹林大街繁华中段，东近浙江农林大学,nan,nan,nan,nan,94-120㎡,19378m²,31008m²,"[{""id"": 144480, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 93.75}, {""id"": 144481, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 96.06}, {""id"": 144482, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 119.89}]",3室,3室户型,nan,nan,nan,nan,[],"{多层,小高层}","{多层,小高层}",70年,2,30%,290,毛坯,nan,住宅,nan,1.5元/㎡/月,nan,300,1:1,售罄,售罄,售罄,[],[],浙江恒伟房地产开发有限公司,nan,浙江恒伟房地产开发有限公司,民电,民水,30.252844155088,119.722829807,"""""","{""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""55"": ""小型社区""}","[""配套纯熟"", ""便利店"", ""银行"", ""学校"", ""医院""]",https://pic4.ajkimg.com/display/xinfang/43216ce2c9a871cf4dfc596bbf01e8e8/275x206n.jpg,[],临安锦城街道钱王街1075号
245356,顺发江南丽锦,杭州,18,萧山区,1807,钱江世纪城,5137,杭州萧山区钱江世纪城钱江世纪城市心北路与扬帆路交叉口,nan,nan,nan,nan,103-171㎡,31964m²,131968m²,"[{""id"": 69723, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 103}, {""id"": 69724, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 111}, {""id"": 69725, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 127}, {""id"": 69726, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 139}, {""id"": 69727, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 171}]",3/4室,"3室户型,4室户型",nan,nan,nan,nan,[],{高层},{高层},70年,3,30%,746,毛坯,nan,住宅,nan,2.25元/㎡/月,nan,820,1:1.1,售罄,售罄,售罄,"[""萧售备字(2014)第014号：3、4、6、7幢"", ""萧售许字(2013)第041号：1、8号楼""]",[],nan,nan,顺发恒业有限公司,民电,民水,30.233676,120.272341,"{""service_num"": ""4006708287"", ""num"": """"}","{""57"": ""人车分流"", ""56"": ""车位充足"", ""9"": ""轨交房"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""人车分流"", ""车位充足"", ""轨交房"", ""配套纯熟"", ""便利店""]",https://pic4.ajkimg.com/display/xinfang/221712e21cdb0fbc5b723cebe2819c8d/275x206n.jpg,"[{""id"": ""7213301"", ""loupan_id"": ""245356"", ""station_id"": ""2654"", ""subway_id"": ""41"", ""city_id"": ""18"", ""distance"": ""668米"", ""status"": ""1"", ""last_update_time"": ""1774211231"", ""is_rail_loupan"": ""1"", ""subway_name"": ""2号线"", ""station_name"": ""飞虹路"", ""distance_raw"": ""668""}]",钱江世纪城市心北路与飞虹路交叉口／地铁2号线飞虹路站Ｄ出口（顺发恒业空间艺术馆)
446268,绿城晓风印月,杭州,18,滨江区,1806,长河,1917,杭州滨江区长河东至规划桂子路，南至滨和路，西至建设河绿化带，北至启智街,nan,nan,nan,nan,nan,53260m²,214628m²,[],nan,nan,nan,nan,nan,nan,"[""2020-03-25"", ""2019-12-19"", ""2019-11-26"", ""2019-10-15""]","{高层,超高层}","{高层,超高层}",70年,2.8,30%,804,带装修,nan,住宅,nan,6.1元/㎡/月,nan,808,1:1,售罄,售罄,售罄,"[""杭售许字(2020)第004001号"", ""杭售许字(2019)第004013号"", ""杭售许字(2019)第004012号"", ""杭售许字(2019)第004006号""]","[""7#"", ""8#"", ""9#、10#、11#"", ""1#、2#、3#、5、6""]",nan,nan,杭州绿城滨和置业有限公司,民电,民水,30.206345523526,120.22701745077,"""""","{""29"": ""装修交付"", ""9"": ""轨交房"", ""10"": ""多轨交"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""68"": ""医院"", ""67"": ""生态绿地"", ""65"": ""商业街"", ""64"": ""购物中心"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""装修交付"", ""轨交房"", ""多轨交"", ""配套纯熟"", ""便利店""]",https://pic4.ajkimg.com/display/xinfang/dbf28e436a6aecd12e47b75cb1b595de/275x206n.jpg,"[{""id"": ""7213786"", ""loupan_id"": ""446268"", ""station_id"": ""2620"", ""subway_id"": ""40"", ""city_id"": ""18"", ""distance"": ""287米"", ""status"": ""1"", ""last_update_time"": ""1774211228"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""滨和路"", ""distance_raw"": ""287""}, {""id"": ""7254605"", ""loupan_id"": ""446268"", ""station_id"": ""120851"", ""subway_id"": ""143"", ""city_id"": ""18"", ""distance"": ""1382米"", ""status"": ""1"", ""last_update_time"": ""1774211228"", ""is_rail_loupan"": ""1"", ""subway_name"": ""6号线"", ""station_name"": ""江陵路站"", ""distance_raw"": ""1382""}, {""id"": ""7213787"", ""loupan_id"": ""446268"", ""station_id"": ""2621"", ""subway_id"": ""40"", ""city_id"": ""18"", ""distance"": ""1387米"", ""status"": ""1"", ""last_update_time"": ""1774211228"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""江陵路"", ""distance_raw"": ""1387""}]",杭州滨江区滨和路与桂子路（规划）交叉口西北50米
425002,临平新时代,杭州,18,临平区,24198,临平老城区,24204,杭州临平区临平老城区南苑街道藕花洲大街与绸厂路交叉口,nan,nan,nan,nan,49-97㎡,9869m²,70688.47m²,"[{""id"": 271265, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 49}, {""id"": 442699, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 49}, {""id"": 271264, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 65}, {""id"": 271266, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 97}, {""id"": 271262, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 58}, {""id"": 442522, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 58}]",1/2室,商业户型,nan,nan,nan,nan,"[""2017-09-18""]",{高层},{高层},40年,nan,25%,481,毛坯,nan,商业,nan,3.5元/㎡/月,nan,437,1:0.9,售罄,售罄,售罄,"[""余售许字（2017）第00450号""]",[],浙江杭报金都创意产业发展有限公司,金都集团,"杭州日报报业集团,金都房产",商电,商水,30.42685,120.314931,"""""","{""77"": ""复式"", ""76"": ""厨卫全明"", ""73"": ""卧室全朝南"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""402"": ""玄关入户"", ""397"": ""动静分离"", ""263"": ""VR看房"", ""220"": ""办公首选"", ""50"": ""品牌开发商""}","[""复式"", ""厨卫全明"", ""卧室全朝南"", ""配套纯熟"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/bd670c4d9d52f9cd6b4e49add5315332/275x206n.jpg,[],杭州市临平区南苑街道临平新天地17号楼
238714,名城燕园,杭州,18,拱墅区,1801,桥西,4577,"杭州拱墅区桥西运河旁登云路(登云路,小河路与西塘河交汇处)",nan,nan,nan,nan,88-173㎡,住宅：40781m² 别墅：40781m²,住宅：100000m² 别墅：100000m²,"[{""id"": 16770, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 88}, {""id"": 16769, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 88}, {""id"": 16771, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 113}, {""id"": 16772, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 173}]",2/3/4室,"2室户型,3室户型,4室户型",nan,nan,nan,nan,[],"{多层,小高层,高层}","{多层,小高层,高层}",住宅：70年 别墅：70年,住宅：2,住宅：30% 别墅：30%,住宅：402 别墅：402,住宅：毛坯 别墅：毛坯,nan,住宅,nan,住宅：1.5元/㎡/月,nan,住宅：226 别墅：226,nan,售罄,售罄,售罄,[],[],nan,nan,浙江名城房产集团有限公司,住宅：民电,住宅：民水,30.318120541796,120.13899662579,"{""service_num"": ""4006708287"", ""num"": """"}","{""9"": ""轨交房"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""606"": ""省一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""轨交房"", ""配套纯熟"", ""便利店"", ""银行"", ""学校""]",https://pic4.ajkimg.com/display/xinfang/2def9815ed867fc94b37c22e9283d015/275x206n.jpg,"[{""id"": ""7211966"", ""loupan_id"": ""238714"", ""station_id"": ""4836"", ""subway_id"": ""142"", ""city_id"": ""18"", ""distance"": ""1018米"", ""status"": ""1"", ""last_update_time"": ""1774211226"", ""is_rail_loupan"": ""1"", ""subway_name"": ""5号线"", ""station_name"": ""大运河"", ""distance_raw"": ""1018""}]",杭州市体育场路102号宝善宾馆一楼
